x,y
0.0,0.798685661204493
0.033444816053511704,0.6447029937782783
0.06688963210702341,1.057624022313114
0.1003344481605351,1.5037891805366326
0.13377926421404682,0.8934274783975217
0.16722408026755853,0.981452926480778
0.2006688963210702,1.7893814007390503
0.23411371237458192,1.5409386283784303
0.26755852842809363,1.1152914841806856
0.3010033444816053,1.581305863486618
0.33444816053511706,1.2315130928167852
0.36789297658862874,1.2739845298137125
0.4013377926421404,1.590750723434761
0.43478260869565216,0.7522338720197381
0.46822742474916385,0.840756394605101
0.5016722408026756,1.3084045039798795
0.5351170568561873,1.120141112847813
0.568561872909699,1.6323457162789319
0.6020066889632106,1.114413665605401
0.6354515050167224,0.8735887645071095
0.6688963210702341,1.975995843399168
0.7023411371237458,1.2415382889538056
0.7357859531772575,1.292520138140301
0.7692307692307692,0.6215862004189933
0.8026755852842808,0.892894703835172
0.8361204013377926,1.068324948648256
0.8695652173913043,0.472052900945791
0.903010033444816,0.9875192646551101
0.9364548494983277,0.4992340271929186
0.9698996655518394,0.5237268234360384
1.0033444816053512,0.30053368535636044
1.0367892976588629,1.184078949981502
1.0702341137123745,0.3420956012841178
1.1036789297658862,-0.16767418576514104
1.137123745819398,0.4971066060557668
1.1705685618729096,-0.40168994109466066
1.2040133779264213,0.09567736856629813
1.237458193979933,-0.8383693373004011
1.2709030100334449,-0.643672871627199
1.3043478260869565,-0.08207832073248592
1.3377926421404682,0.0962196084699517
1.37123745819398,-0.1584167111301127
1.4046822742474916,-0.2901555172060702
1.4381270903010033,-0.37024406506962737
1.471571906354515,-0.8360926883566597
1.5050167224080266,-0.5166430255624175
1.5384615384615383,-0.3864525905888616
1.57190635451505,0.2571967462871202
1.6053511705685617,0.017725410736841002
1.6387959866220736,-0.7704250949635684
1.6722408026755853,0.1265756353214483
1.705685618729097,-0.08837581713026085
1.7391304347826086,-0.13102251336410287
1.7725752508361203,0.46259110528772096
1.806020066889632,0.7112098832010096
1.8394648829431437,0.7534959811730884
1.8729096989966554,0.12728493038868854
1.906354515050167,0.4196020782372814
